Surface Points ,Squirmer Radius ,Target Radius ,Max Mode ,Sensor Noise ,Target y ,Target z ,Centers Distance ,viscosity ,Train Steps 
80,1,0.8,2,0.18,2.1213203435596424,2.1213203435596424,2.9999999999999996,1,1000000
