surface_points,squirmer_radius,target_radius,max_mode ,sensor_noise,target_x1 ,target_x2 ,centers_distance,viscosity,regularization_offset,coordinate_plane,train_steps
700,1,0.4,2,0.18,-2.0,2.4492935982947064e-16,2.0,1,0.05,xy,350000
