Surface Points ,Squirmer Radius ,Target Radius ,Max Mode ,Sensor Noise ,Target y ,Target z ,Centers Distance ,viscosity ,Train Steps 
80,1,0.8,2,0.18,1.590990257669732,1.590990257669732,2.25,1,600000
