Surface Points,Squirmer Radius,Target Radius,Max Mode,Sensor Noise,Target Position,Target Position z,Centers Distance,viscosity,Train Steps
80,1,1.2,2,0.03,3.3000000000000003,0,3.3000000000000003,1,50
