Surface Points ,Squirmer Radius ,Target Radius ,Max Mode ,Sensor Noise ,Target x1 ,Target x2 ,Centers Distance ,viscosity , Coordinate plane,Train Steps 
80,1,0.45,2,0.05,1.414213562373095,1.414213562373095,1.9999999999999998,1,yz,750000
