Surface Points ,Squirmer Radius ,Target Radius ,Max Mode ,Sensor Noise ,Spawn radius ,Spawn angle ,viscosity ,Train Steps 
80,1,0.8,2,0.1,3.6,0.7853981633974483,1,150000
