Surface Points ,Squirmer Radius ,Target Radius ,Max Mode ,Sensor Noise ,Target y ,Target z ,Centers Distance ,viscosity ,Train Steps 
80,1,0.6,2,0.05,1.7677669529663687,1.7677669529663687,2.5,1,800000
