Surface Points,Squirmer Radius,Target Radius,Max Mode,Sensor Noise,Target y,Target z,Centers Distance,viscosity,Train Steps
80,1,0.8,2,0.03,1.9091883092036783,1.9091883092036783,2.7,1,130000
