surface_points,squirmer_radius,target_radius,max_mode ,sensor_noise,target_x1 ,target_x2 ,centers_distance,viscosity,regularization_offset,coordinate_plane,train_steps
700,1,0.4,2,0.18,0.9192388155425117,0.9192388155425117,1.3,1,0.05,yz,300000
