Surface Points ,Squirmer Radius ,Target Radius ,Max Mode ,Sensor Noise ,Target y ,Target z ,Centers Distance ,viscosity ,Train Steps 
80,1,0.8,2,0.18,2.4748737341529163,2.4748737341529163,3.5,1,1200000
