Surface Points ,Squirmer Radius ,Target Radius ,Max Mode ,Sensor Noise ,Target x1 ,Target x2 ,Centers Distance ,viscosity , Coordinate plane,Train Steps 
80,1,0.6,2,0.05,1.7677669529663687,1.7677669529663687,2.5,1,yz,950000
