Surface Points ,Squirmer Radius ,Target Radius ,Max Mode ,Sensor Noise ,Target y ,Target z ,Centers Distance ,viscosity ,Train Steps 
80,1,0.8,2,0.2,1.6546298679765212,1.6546298679765212,2.34,1,550000
