Surface Points,Squirmer Radius,Target Radius,Max Mode,Sensor Noise,Target y,Target z,Centers Distance,viscosity,Train Steps
80,1,0.8,2,0.01,2.3400000000000003,0,2.3400000000000003,1,200000
